ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	castingStat	choices	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	levelGroup	alias
bfe5c37	f0278d3	b0636fe8e6774b514dd94a6236f31024	81ef28a4	Mountain Dwarf	Urban Bounty Hunter	2020-07-23T13:49:19Z	Wizard 3	Wizard	School of Abjuration	3		20	14	14	12	14	13	13	13		Stealth|Investigation|Insight|Deception	Quarterstaff		Int		Netherlands	NL		NA	NA	Dwarf		Quarterstaff	1-3	keen_mcclintock
bfe5c37	f0278d3	61e9b68bddd3af6c06f0fca3977a251d	b032bc81	Mountain Dwarf	Hermit	2020-07-23T13:29:56Z	Cleric 3	Cleric	Life Domain	3		24	17	15	12	15	13	13	11		History|Religion|Insight|Medicine	Warhammer|Dagger	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2	Wis		Netherlands	NL		NA	NA	Dwarf	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2	Warhammer|Dagger	1-3	infallible_moore
bfe5c37	f0278d3	7fa7cda42ed45aa9721d7921484af73f	285d8337	Mountain Dwarf	Barbarian Tribe Member	2020-07-23T13:10:08Z	Barbarian 3	Barbarian	Path of the Ancestral Guardian	3		32	14	16	13	15	12	11	11		Athletics|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		Int		Netherlands	NL		NA	NA	Dwarf		Greataxe|Handaxe|Javelin	1-3	keen_lederberg
bfe5c37	f0278d3	dca509338bfef5401b59d9c368178d01	d0e60cab	Mountain Dwarf	Charlatan	2020-07-23T12:20:17Z	Bard 2	Bard		2		17	13	15	12	15	12	12	13		Sleight of Hand|History|Survival|Deception|Performance	Longsword|Dagger		Cha		Netherlands	NL		NA	NA	Dwarf		Longsword|Dagger	1-3	silly_williamson
0639f0a	be2f100	45e1100fb8e4d7d97232cb83500204bf	01a8f955	Half-Elf	House Agent	2020-07-23T06:16:01Z	Warlock 8	Warlock	The Hexblade	8	Elven Accuracy|War Caster	96	13	10	14	18	11	13	20		Arcana|Investigation|Perception|Survival|Deception|Persuasion	Crossbow, light|Dagger		Cha	pact boon/Pact of the Chain|eldritch invocations/Repelling Blast*Agonizing Blast*Voice of the Chain Master*One with Shadows	United States	US		NA	NA	Half-Elf		Crossbow, Light|Dagger	8-11	mystifying_banzai
e363261	a0c56c5	0e190be444a19b28b56cad0f18b036d3	eed0bb73	Human	Far Traveler	2020-07-23T03:57:28Z	Warlock 6	Warlock	The Celestial	6	Magic Initiate	45	13	8	14	14	10	12	18	Chaotic Good	Religion|Insight|Perception|Deception|Persuasion	Quarterstaff|Dagger	Light*0|Sacred Flame*0|Eldritch Blast*0|Mage Hand*0|Minor Illusion*0|Shocking Grasp*0|Mending*0|Mold Earth*0|Word Of Radiance*0|Thaumaturgy*0|Find Familiar (MI)*1|Expeditious Retreat*1|Protection From Good and Evil*1|Mirror Image*2|Invisibility*2|Misty Step*2|Fly*3|Revivify*3	Cha	pact boon/Pact of the Tome|eldritch invocations/Eldritch Sight*Agonizing Blast*Aspect of the Moon	United States	US	CG	NA	NA	Human	Light*0|Sacred Flame*0|Eldritch Blast*0|Mage Hand*0|Minor Illusion*0|Shocking Grasp*0|Mending*0|Mold Earth*0|Word of Radiance*0|Thaumaturgy*0|Find Familiar*1|Expeditious Retreat*1|Protection from Evil and Good*1|Mirror Image*2|Invisibility*2|Misty Step*2|Fly*3|Revivify*3	Quarterstaff|Dagger	4-7	suspicious_mayer
	d63ad02	c4b5579b679ce37dcaef3bf9064f1cdf	772d9255	Wood Elf	Mercenary Veteran	2020-07-23T03:40:29Z	Ranger 5	Ranger	Hunter	5	Sharpshooter	44	16	12	17	12	11	12	12	Neutral	Athletics|Stealth|Investigation|Perception|Survival|Persuasion	Quarterstaff|Handaxe|Longbow	Cure Wounds*1|Hunter's Mark*1|Talk With Animals*1|Hail Of Thorns*1|Spike Growth*2|Barkskin*2	Wis	fighting style/Archery	Canada	CA	NN	NA	NA	Elf	Cure Wounds*1|Hunter's Mark*1|Speak with Animals*1|Hail of Thorns*1|Spike Growth*2|Barkskin*2	Quarterstaff|Handaxe|Longbow	4-7	musing_meninsky
860db8a	a3e6fe3	6c0351bee967d341340d6fa03d4e6702	00f558b1	Shadow Elf	Smuggler	2020-07-23T02:42:31Z	Rogue 1	Rogue		1		10	14	15	16	14	12	10	8		Athletics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception	Rapier|Shortbow|Dagger		Int	expertise/Stealth*Athletics	Canada	CA		NA	NA	Elf		Rapier|Shortbow|Dagger	1-3	heuristic_cohen
520f6cb	c96c7a7	0f4f71c2dd4aa16504c67dca1f535937	39347237	Aasimar	Entertainer	2020-07-23T01:15:42Z	Bard 7	Bard	College of Lore	7	War Caster	57	12	11	14	10	10	13	17	NG	Acrobatics|Perception|Deception|Performance|Persuasion	Rapier|Dagger	Cast Light*0|Minor Illusion *0|Friends*0|Vicious Mockery*0|Healing Word*1|Cure Wounds*1|Dissontant Whispers*1|Sleep*1|Healing Word*2|Heavy Metal*2|Phantasmal Force*2|Lesser Restoration*2|Plant Growth*3|Enemies Abound*3|Fear*3|Greater Invisibility*4	Cha	expertise/Performance*Acrobatics	United States	US	NG	NA	NA	Aasimar	Light*0|Minor Illusion*0|Friends*0|Vicious Mockery*0|Healing Word*1|Cure Wounds*1|Dissonant Whispers*1|Sleep*1|*|Heat Metal*2|Phantasmal Force*2|Lesser Restoration*2|Plant Growth*3|Enemies Abound*3|Fear*3|Greater Invisibility*4	Rapier|Dagger	4-7	optimistic_kapitsa
		8fe3704c122a0a5a942d685cd38749b1	506f5952	Mountain Dwarf	Folk Hero	2020-07-23T00:15:46Z	Artificer 8	Artificer	Artillerist	8		59	13	16	12	15	18	10	9	chaotic good	Investigation|Nature|Animal Handling|Survival	Quarterstaff|Mace|Crossbow, light	Shield*1|Thunderwave*1|Scorching Ray*2|Shatter*2	Int		Canada	CA	CG	NA	NA	Dwarf	Shield*1|Thunderwave*1|Scorching Ray*2|Shatter*2	Quarterstaff|Mace|Crossbow, Light	8-11	relaxed_proskuriakova
ea59083	38e6d49	0d06a31ecd6d0d1dd990b272ce89f28b	eb11436e	Elephantine	Hermit	2020-07-23T00:05:11Z	Wizard 3	Wizard	School of Divination	3		23	15	14	10	17	16	16	8		Arcana|Religion|Insight|Medicine	Quarterstaff		Int		Canada	CA		NA	NA	Loxodon		Quarterstaff	1-3	nostalgic_meninsky
	dbb370c	4caccc4314dbad9956201546887f4976	bee3af45	Half-Elf	Entertainer	2020-07-22T23:57:54Z	Bard 10	Bard	College of Lore	10		73	14	8	16	14	10	12	20		Acrobatics|Stealth|Arcana|History|Nature|Insight|Perception|Survival|Performance|Persuasion	Rapier|Dagger	Vicious Mockery*0|Prestidigitation*0|Dancing Lights*0|Friends*0|Healing Word*1|Bane*1|Faerie Fire*1|Comprehend Languages*1|Heat Metal*2|Invisibility*2|Lesser Restoration*2|Dispel Magic*3|Counter Spell (AMS)*3|Hypnotic Pattern*3|Tongues*3|Mass Healing Word (AMS)*3|Polymorph*4|Dimension Door*4|Death Ward (MS)*4|Greater Restoration*5|Mass Cure Wounds*5|Raise Dead (MS)*5	Cha	expertise/Persuasion*Performance*History*Arcana	Canada	CA		NA	NA	Half-Elf	Vicious Mockery*0|Prestidigitation*0|Dancing Lights*0|Friends*0|Healing Word*1|Bane*1|Faerie Fire*1|Comprehend Languages*1|Heat Metal*2|Invisibility*2|Lesser Restoration*2|Dispel Magic*3|Counterspell*3|Hypnotic Pattern*3|Tongues*3|Mass Healing Word*3|Polymorph*4|Dimension Door*4|Death Ward*4|Greater Restoration*5|Mass Cure Wounds*5|Raise Dead*5	Rapier|Dagger	8-11	wonderful_pike
8c609ba	be2f100	a78ed2a78277b94336cba0118326ed3b	92218549	Warforged	Guild Member - Mayhem	2020-07-22T23:07:10Z	Barbarian 2|Rogue 1	Barbarian|Rogue	|	3		35	15	16	14	15	12	10	8	Chaotic Neutral	Athletics|Acrobatics|Animal Handling|Perception|Intimidation|Performance	Greataxe - Richard|Handaxe|Javelin|Morningstar		Int	expertise/Performance*Perception	United States	US	CN	NA	NA	Warforged		Greataxe|Handaxe|Javelin|Morningstar	1-3	loving_keldysh
fd31da3	cfe2498	33236c1c10bca5f914ce4a83c6978640	9433ec05	Firbolg	Outlander	2020-07-22T16:41:02Z	Druid 5|Barbarian 1	Druid|Barbarian	Circle of the Land|	6	Lucky	49	12	13	8	13	14	17	10		Athletics|Nature|Insight|Survival	Quarterstaff|Handaxe	Produce Flame*0|Thorn Whip*0|Shillelagh*0|Barkskin*2|Spider Climb*2|Call Lightning*3|Plant Growth*3	Wis		Israel	IL		NA	NA	Firbolg	Produce Flame*0|Thorn Whip*0|Shillelagh*0|Barkskin*2|Spider Climb*2|Call Lightning*3|Plant Growth*3	Quarterstaff|Handaxe	4-7	vigorous_bhaskara
fd31da3	cfe2498	206e603d5ddc7f5b7107c94185234826	09074aa2	Orc	Outlander	2020-07-22T16:38:08Z	Paladin 6	Paladin	Oath of Ancients	6		58	18	17	8	13	10	13	15		Athletics|Medicine|Survival|Intimidation|Persuasion	Battleaxe|Handaxe	Ensnaring Strike*1|Speak with Animals*1|Cure Wounds*1|Command*1|Moonbeam*2|Misty Step*2	Cha	fighting style/Dueling	Israel	IL		NA	NA	Orc	Ensnaring Strike*1|Speak with Animals*1|Cure Wounds*1|Command*1|Moonbeam*2|Misty Step*2	Battleaxe|Handaxe	4-7	stupefied_stallman
fd31da3	cfe2498	57cf6d4fa109c29c88af111d0d14e3e3	4c9fa19f	Wood Elf	Custom	2020-07-22T16:36:19Z	Fighter 5|Druid 1	Fighter|Druid	Arcane Archer|	6	Alert	63	14	15	15	14	10	13	8		Athletics|Stealth|Arcana|Investigation|Perception|Survival	Longbow|Longsword|Battleaxe|Crossbow, light	Dancing Lights*0|Poison Spray*0|Produce Flame*0	Int	fighting style/Archery|arcane shot options/Seeking Arrow*Bursting Arrow	Israel	IL		NA	NA	Elf	Dancing Lights*0|Poison Spray*0|Produce Flame*0	Longbow|Longsword|Battleaxe|Crossbow, Light	4-7	stoic_leavitt
fd31da3	cfe2498	493b645941967d40261e4f2ea0bda7c9	4a2af87e	Human	Sage	2020-07-22T16:27:54Z	Monk 6	Monk	Way of the Open Hand	6		45	16	10	16	13	14	16	12	lawful neutral	Athletics|Arcana|History|Insight	Spear|Dart|Unarmed strike		Int		Israel	IL	LN	NA	NA	Human		Spear|Dart|Unarmed Strike	4-7	focused_hermann
b1bc5c8	79239d9	7208d77cac2933981f0dae8b9d912b23	337b1024	Human	Ex-Cultist (Custom)	2020-07-22T16:02:21Z	Fighter 1	Fighter		1	War Caster	13	18	13	8	16	8	12	16	Neutral	Insight|Perception|Deception|Intimidation|Persuasion	Longsword|Handaxe		Int	fighting style/Dueling	United States	US	NN	NA	NA	Human		Longsword|Handaxe	1-3	heuristic_fermi
a2010f6	9c4dce8	ad10520d68c6b352bc2814a025f2d99a	79fd2d0b	Human	Courtier	2020-07-21T19:14:23Z	Bard 7	Bard	College of Lore	7	Prodigy	45	14	8	16	12	14	9	20		Acrobatics|Arcana|History|Investigation|Religion|Insight|Deception|Performance|Persuasion	Rapier|Dagger	Vicious Mockery*0|Prestidigitation*0|Message*0|Healing Word*1|Dissonant Whispers*1|Sleep*1|Knock*2|Heat Metal*2|Invisibility*2|Glyphs Of Warding*3|Enemies Abound*3|Fireball*3|Counterspell*3|Polymorph*4	Cha	expertise/Persuasion*Performance*Insight	United States	US		NA	NA	Human	Vicious Mockery*0|Prestidigitation*0|Message*0|Healing Word*1|Dissonant Whispers*1|Sleep*1|Knock*2|Heat Metal*2|Invisibility*2|Glyph of Warding*3|Enemies Abound*3|Fireball*3|Counterspell*3|Polymorph*4	Rapier|Dagger	4-7	zealous_kapitsa
4cdae89	452ba8a	faeac4ed04dc198e7950950a72c1bafd	3d8bf309	Half-Orc	Soldier	2020-07-21T03:56:21Z	Fighter 1	Fighter		1		12	14	20	14	15	12	11	14		Athletics|Acrobatics|Survival|Intimidation	Longsword|Handaxe		Int	fighting style/Dueling	United States	US		NA	NA	Half-Orc		Longsword|Handaxe	1-3	modest_wescoff
	029b3f3	fe0bca6f4e90b7a7c931f56e594b72a6	418e3a4b	Changeling	Fisher	2020-07-20T23:25:44Z	Rogue 10	Rogue	Mastermind	10		53	13	14	14	11	13	13	16	chaotic neutral	Stealth|History|Investigation|Insight|Perception|Survival|Deception|Persuasion	Rapier|Shortsword|Dagger		Int	expertise/Persuasion*Investigation*Stealth*Insight	Canada	CA	CN	NA	NA	Changeling		Rapier|Shortsword|Dagger	8-11	laughing_herschel
7bc2327	dac87aa	4ddfb87772c9cfb816c21e16b17f69b6	a102bfa7	Half-Elf	Entertainer	2020-07-20T20:45:01Z	Bard 10	Bard	College of Lore	10	War Caster	90	13	10	14	16	10	10	18		Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Intimidation|Performance|Persuasion	Rapier|Dagger		Cha	expertise/Performance*Deception*Stealth*Persuasion	United Kingdom	GB		NA	NA	Half-Elf		Rapier|Dagger	8-11	amazing_cannon
596751a	18cd36f	2101a5f1cd9765361fd5051bb77fd95a	412ab662	Water Genasi	Sailor	2020-07-20T18:10:22Z	Rogue 5	Rogue	Swashbuckler	5		38	14	10	18	14	10	11	16		Athletics|Acrobatics|Stealth|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Thieves' Tools*Acrobatics	NA	NA		NA	NA	Genasi		Rapier|Shortbow|Dagger	4-7	happy_ride
	d68edcb	a2f7500ec237cb0600382f7a0249c5af	f3f5a1db	Half-Elf	Criminal	2020-07-20T05:30:32Z	Bard 5	Bard	College of Glamour	5		33	14	10	16	12	9	10	20		Sleight of Hand|Stealth|Insight|Deception|Intimidation|Performance|Persuasion	Rapier|Dagger	Dancing Lights*0|Thunderclap*0|Vicious Mockery*0|Bane*1|Charm Person*1|Healing Word*1|Thunderwave*1|Heat Metal*2|Invisibility*2|Suggestion*2|Sending*3	Cha	expertise/Persuasion*Deception	Canada	CA		NA	NA	Half-Elf	Dancing Lights*0|Thunderclap*0|Vicious Mockery*0|Bane*1|Charm Person*1|Healing Word*1|Thunderwave*1|Heat Metal*2|Invisibility*2|Suggestion*2|Sending*3	Rapier|Dagger	4-7	elated_solomon
fb4838d	6316ea5	95aec3d395ca165234b40cfaa4840c29	7d4b0327	Tabaxi	Folk Hero	2020-07-19T21:29:54Z	Barbarian 5	Barbarian	Path of the Totem Warrior	5		71	18	18	18	18	11	12	14		Athletics|Stealth|Animal Handling|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		Int		NA	NA		NA	NA	Tabaxi		Greataxe|Handaxe|Javelin	4-7	bold_grothendieck
71f9021	39b942b	dca8a645821683527a547770e2202c7e	84f8dfa1	Fire Genasi	Sailor	2020-07-19T20:29:26Z	Rogue 3	Rogue	Swashbuckler	3		16	16	15	15	13	14	15	16		Athletics|Perception|Deception|Intimidation|Performance|Persuasion	Shortsword|Shortsword|Dagger		Int	expertise/Thieves' Tools*Persuasion	United States	US		NA	NA	Genasi		Shortsword|Shortsword|Dagger	1-3	quirky_snyder
555bdb0	0d3863a	309a5fab30a92d020e3685bb5fbde6b0	d8598d44	Lightfoot Halfling	Mercenary Veteran	2020-07-19T05:39:15Z	Ranger 7	Ranger	Horizon Walker	7		60	15	14	18	13	12	14	14		Athletics|Stealth|Animal Handling|Survival|Persuasion	Shortsword|Longbow	Protection from Evil and Good*1|Misty Step*2	Wis	fighting style/Archery	United States	US		NA	NA	Halfling	Protection from Evil and Good*1|Misty Step*2	Shortsword|Longbow	4-7	elastic_buck
091b3fb	452ba8a	6c74ac2fd026bd6ad66754f0900d3dae	2ac1e230	Human	Sailor	2020-07-18T23:00:35Z	Rogue 3|Warlock 3	Rogue|Warlock	Swashbuckler|The Great Old One	6		36	13	9	15	14	11	13	16		Athletics|Sleight of Hand|Perception|Deception|Performance|Persuasion	Shortsword|Shortbow|Dagger	Cannon Blast (ED)*0|Mage Hand*0|Witch Bolt*1|Hellish Rebuke*1|Protection From Good And Evil*1|Dissonant Whispers*1|Tasha's Hideous Laughter*1|Shadow Blade*2|Detect Thoughts*2|Phantasmal Force*2	Cha	pact boon/Pact of the Chain|eldritch invocations/Beguiling Influence*Agonizing Blast|expertise/Persuasion*Deception	United States	US		NA	NA	Human	*|Mage Hand*0|Witch Bolt*1|Hellish Rebuke*1|Protection from Evil and Good*1|Dissonant Whispers*1|Tasha's Hideous Laughter*1|Shadow Blade*2|Detect Thoughts*2|Phantasmal Force*2	Shortsword|Shortbow|Dagger	4-7	goofy_mirzakhani
5422884	e9c1151	c0db4b98b6e3fdf18938ee528a2e23d1	6dc85640	Hill Dwarf	Criminal	2020-07-18T22:24:36Z	Fighter 4	Fighter	Battle Master	4		44	16	15	15	15	11	11	9	Chaotic Neutral	Athletics|Stealth|Perception|Deception	Battleaxe|Handaxe|Handaxe|Battleaxe|Unarmed strike		Int	fighting style/Dueling|combat superiority maneuvers/Riposte*Precision Attack*Parry	Australia	AU	CN	NA	NA	Dwarf		Battleaxe|Handaxe|Handaxe|Battleaxe|Unarmed Strike	4-7	angry_chandrasekhar
5422884	e9c1151	ec433b7f1c50ed3585133e76a24690e9	6dc85640	Hill Dwarf	Criminal	2020-07-18T22:04:32Z	Fighter 4	Fighter	Battle Master	4		48	16	17	15	17	8	9	8	Chaotic Neutral 	Athletics|Stealth|Perception|Deception	Battleaxe|Longsword|Handaxe		Int	fighting style/Dueling|combat superiority maneuvers/Riposte*Precision Attack*Parry	Australia	AU	CN	NA	NA	Dwarf		Battleaxe|Longsword|Handaxe	4-7	angry_chandrasekhar
5422884	e9c1151	c2465d34671c6e2083932c749203df24	6dc85640	Mountain Dwarf 	Criminal	2020-07-18T21:38:08Z	Fighter 4	Fighter	Battle Master	4		40	18	16	15	16	10	12	8	Chaotic Neutral 	Athletics|Stealth|Perception|Deception	Longsword|Handaxe|Handaxe|Longsword		Int	fighting style/Dueling|combat superiority maneuvers/Riposte*Parry*Disarming Attack	Australia	AU	CN	NA	NA	Dwarf		Longsword|Handaxe|Handaxe|Longsword	4-7	angry_chandrasekhar
35299e9	19680c9	0da3f7658d1521e9e2c14cac89f8db8c	099266c6	Human	Folk Hero	2020-07-18T18:08:44Z	Fighter 1|Barbarian 4	Fighter|Barbarian	|Path of the Berserker	5	Great Weapon Master	65	19	19	15	16	15	15	11		Acrobatics|Animal Handling|Perception|Survival	Greatsword|Crossbow, light		Int	fighting style/Great Weapon Fighting	United States	US		NA	NA	Human		Greatsword|Crossbow, Light	4-7	hungry_euler
f4406b1	19680c9	242d5592d6b9b5222c92f0735372be81	d575e667	Half-Elf	Inheritor	2020-07-18T03:16:02Z	Warlock 3|Sorcerer 2	Warlock|Sorcerer	The Great Old One|Draconic Bloodline	5		35	13	13	10	12	12	8	19	Chaotic Good	Arcana|History|Investigation|Religion|Survival|Deception	Crossbow, light|Dagger	Eldritch Blast*0|Mage Hand*0|Light (S)*0|Mending (S)*0|Ray Of Frost (S)*0|Friends (S)*0|Expeditious Retreat*1|Feather Fall*1|Magic Missile*1|Tasha Hideous Laughter (W)*1|Arms of Hadar (W)*1|Witch Bolt (W)*1|Invisibility (W)*2	Cha	pact boon/Pact of the Tome|eldritch invocations/Thief of Five Fates*Agonizing Blast	United States	US	CG	NA	NA	Half-Elf	Eldritch Blast*0|Mage Hand*0|Light*0|Mending*0|Ray of Frost*0|Friends*0|Expeditious Retreat*1|Feather Fall*1|Magic Missile*1|Tasha's Hideous Laughter*1|Arms of Hadar*1|Witch Bolt*1|Invisibility*2	Crossbow, Light|Dagger	4-7	competent_dubinsky
f4406b1	19680c9	49b51a638b0c8b545910df9fb7adae77	d575e667	Half-Elf	Inheritor	2020-07-18T02:54:35Z	Warlock 3|Sorcerer 2	Warlock|Sorcerer	The Great Old One|Draconic Bloodline	5		35	13	13	10	12	12	8	19		Arcana|History|Investigation|Religion|Survival|Deception	Crossbow, light|Dagger	Eldritch Blast*0|Mage Hand*0|Light (S)*0|Mending (S)*0|Ray Of Frost (S)*0|Friends (S)*0|Expeditious Retreat*1|Feather Fall*1|Magic Missile*1|Tasha Hideous Laughter (W)*1|Arms of Hadar (W)*1|Witch Bolt (W)*1|Invisibility (W)*2	Cha	pact boon/Pact of the Tome|eldritch invocations/Thief of Five Fates*Agonizing Blast	United States	US		NA	NA	Half-Elf	Eldritch Blast*0|Mage Hand*0|Light*0|Mending*0|Ray of Frost*0|Friends*0|Expeditious Retreat*1|Feather Fall*1|Magic Missile*1|Tasha's Hideous Laughter*1|Arms of Hadar*1|Witch Bolt*1|Invisibility*2	Crossbow, Light|Dagger	4-7	competent_dubinsky
f4406b1	19680c9	bfe66f70480d570d62ec9eaee887be89	d575e667	Half-Elf	Inheritor	2020-07-18T02:42:58Z	Warlock 3|Sorcerer 2	Warlock|Sorcerer	The Great Old One|Draconic Bloodline	5		35	13	13	10	12	12	8	19		Arcana|History|Investigation|Religion|Survival|Deception	Crossbow, light|Dagger	Eldritch Blast*0|Mage Hand*0|Light (S)*0|Mending (S)*0|Ray Of Frost (S)*0|Friends (S)*0|Vicious Mockery (Book) *0|Spare the Dying (Book)*0|Thaumaturgy (Book)*0|Expeditious Retreat*1|Feather Fall*1|Magic Missile*1	Cha	pact boon/Pact of the Tome|eldritch invocations/Thief of Five Fates*Agonizing Blast	United States	US		NA	NA	Half-Elf	Eldritch Blast*0|Mage Hand*0|Light*0|Mending*0|Ray of Frost*0|Friends*0|Vicious Mockery*0|Spare the Dying*0|Thaumaturgy*0|Expeditious Retreat*1|Feather Fall*1|Magic Missile*1	Crossbow, Light|Dagger	4-7	competent_dubinsky
f4406b1	19680c9	2ca68e1b230b5c59141ef70404b2383c	d575e667	Half-Elf	Inheritor	2020-07-18T02:29:22Z	Warlock 3|Sorcerer 2	Warlock|Sorcerer	The Great Old One|Draconic Bloodline	5		35	13	13	10	12	12	8	19		Arcana|History|Investigation|Religion|Survival|Deception	Crossbow, light|Dagger	Eldritch Blast*0|Mage Hand*0|Light (S)*0|Mending (S)*0|Ray Of Frost (S)*0|Friends (S)*0|Vicious Mockery (Book) *0|Spare the Dying (Book)*0|Thaumaturgy (Book)*0|Expeditious Retreat*1|Feather Fall*1|Magic Missile*1	Cha	pact boon/Pact of the Tome|eldritch invocations/Thief of Five Fates*Agonizing Blast	United States	US		NA	NA	Half-Elf	Eldritch Blast*0|Mage Hand*0|Light*0|Mending*0|Ray of Frost*0|Friends*0|Vicious Mockery*0|Spare the Dying*0|Thaumaturgy*0|Expeditious Retreat*1|Feather Fall*1|Magic Missile*1	Crossbow, Light|Dagger	4-7	competent_dubinsky
7e92cf6	452ba8a	c55e85203fda60b2c8dd9b157e46f90e	bacd166a	Half-Elf	Sage	2020-07-17T23:13:41Z	Warlock 12	Warlock	The Hexblade	12	War Caster	87	15	8	16	14	12	10	20		Arcana|History|Investigation|Religion|Perception|Persuasion	Crossbow, light|Dagger|Pact Weapon		Cha	pact boon/Pact of the Blade|eldritch invocations/Agonizing Blast*Thirsting Blade*Eldritch Spear*Improved Pact Weapon*Ascendant Step*Mask of Many Faces	United States	US		NA	NA	Half-Elf		Crossbow, Light|Dagger|	12-15	happy_hoover
be5bc13	cd1ee22	0aceb7572840273e4fe47a89c92f9e86	0d8f4f5a	Sea Elf	Shipwright	2020-07-17T17:21:04Z	Paladin 8	Paladin	Oath of Ancients	8	Sentinel|Tough	84	18	18	12	14	12	8	16	CG	Athletics|History|Religion|Perception	Longsword|Javelin|Trident	Ensnaring Strike*1|Speak with Animals*1|Heroism*1|Sanctuary*1|Shield of Faith*1|Cure Wounds*1|Searing Smite*1|Moonbeam*2|Misty Step*2|Magic Weapon*2	Cha	fighting style/Dueling	United States	US	CG	NA	NA	Elf	Ensnaring Strike*1|Speak with Animals*1|Heroism*1|Sanctuary*1|Shield of Faith*1|Cure Wounds*1|Searing Smite*1|Moonbeam*2|Misty Step*2|Magic Weapon*2	Longsword|Javelin|Trident	8-11	admiring_black
8a9515c	5e2e5ab	f0026fd79c22015ba6fb958df75a2bde	5fec4467	Stout Halfling	Noble	2020-07-17T02:56:03Z	Rogue 1	Rogue		1		9	15	8	18	13	14	10	12		Acrobatics|Stealth|History|Investigation|Perception|Persuasion	Shortsword|Shortbow|Dagger		Int	expertise/Persuasion*History	United States	US		NA	NA	Halfling		Shortsword|Shortbow|Dagger	1-3	ecstatic_hodgkin
8a9515c	5e2e5ab	4fa1f79db8376640d22a525d03209ee1	60fac8ff	Dark Elf	Outlander	2020-07-17T02:54:56Z	Paladin 1	Paladin		1		11	16	16	14	12	10	8	15		Athletics|Perception|Survival|Intimidation|Persuasion	Longsword|Longbow|Javelin		Cha		United States	US		NA	NA	Elf		Longsword|Longbow|Javelin	1-3	gracious_williams
8a9515c	5e2e5ab	07eac4a5f816097fd38c64996ae0da0f	cbe6e7ca	Dragonborn	Hermit	2020-07-17T02:54:24Z	Cleric 1	Cleric	Tempest Domain	1		9	19	16	8	12	10	16	13		Religion|Insight|Medicine|Persuasion	Warhammer|Crossbow, light	Fog Cloud*1|Thunderwave*1	Wis		United States	US		NA	NA	Dragonborn	Fog Cloud*1|Thunderwave*1	Warhammer|Crossbow, Light	1-3	mystifying_bell
8a9515c	5e2e5ab	a8c45cd0013ffad4d6e27a19e2c884a2	5abf98d5	Warforged	Sailor	2020-07-17T02:53:50Z	Artificer 1	Artificer		1		11	17	8	14	14	17	12	10		Athletics|Arcana|History|Investigation|Perception	Shortbow|Light hammer|Crossbow, light		Int		United States	US		NA	NA	Warforged		Shortbow|Light hammer|Crossbow, Light	1-3	keen_khorana
8a9515c	5e2e5ab	81f5f845a55175369b793aaacbb82f80	3ffe552c	Tabaxi	Entertainer	2020-07-17T02:45:58Z	Monk 1	Monk		1		9	16	8	18	12	10	14	13		Athletics|Acrobatics|Stealth|Insight|Perception|Performance	Dagger|Dart|Unarmed strike		Int		United States	US		NA	NA	Tabaxi		Dagger|Dart|Unarmed Strike	1-3	vigilant_gagarin
27fc952	a8bb1d6	3d67fd44ec883f9807359203c1507f91	0dba1f17	Lightfoot Halfling	Folk Hero	2020-07-16T23:01:50Z	Barbarian 3	Barbarian	Path of the Berserker	3		29	13	15	15	12	11	11	12		Athletics|Animal Handling|Survival|Intimidation	Greataxe|Handaxe|Javelin		Int		United States	US		NA	NA	Halfling		Greataxe|Handaxe|Javelin	1-3	elastic_almeida
